type,id,lat,lon
household,375,50.858016,4.373574
household,376,51.141421,4.914067
household,377,51.086999,4.022810
household,378,50.832578,4.388994
household,379,50.830144,4.340218
household,380,51.089794,5.730321
household,381,51.155954,4.431894
household,382,51.109461,4.084474
household,383,51.216585,4.413545
household,384,51.317760,4.982845
household,385,51.216585,4.413545
household,386,51.230419,5.311006
household,387,50.856492,4.642779
household,388,50.871052,4.108528
household,389,50.860794,4.359420
household,390,51.216585,4.413545
household,391,50.884516,3.277189
household,392,50.807771,5.332348
household,393,51.064964,3.410563
household,394,51.160824,4.510385
household,395,50.989742,4.554328
household,396,51.046303,3.800849
household,397,51.050978,3.721264
household,398,50.696971,4.294653
household,399,50.934683,4.555739
household,400,51.071770,4.442821
household,401,51.099805,3.863399
household,402,50.866683,3.155409
household,403,50.943401,3.138765
household,404,50.827056,4.372308
household,405,51.138986,5.603488
household,406,50.950600,3.286370
household,407,50.910830,5.413360
household,408,50.830144,4.340218
household,409,51.025346,4.474594
household,410,51.216585,4.413545
household,411,51.216585,4.413545
household,412,50.890316,3.401282
household,413,50.867440,4.377270
household,414,51.314000,4.432400
household,415,50.969918,5.709792
household,416,50.867440,4.377270
household,417,50.827089,4.121947
household,418,50.827076,4.406510
household,419,50.932460,5.301307
household,420,50.862441,4.338235
household,421,50.867440,4.377270
household,422,51.050978,3.721264
household,423,51.046303,3.800849
household,424,50.918849,4.303099
household,425,50.969918,5.709792
household,426,51.075166,4.729765
household,427,51.322975,4.385294
household,428,50.961903,4.437266
household,429,51.216585,4.413545
household,430,51.234334,4.080030
household,431,50.922217,4.619991
household,432,51.075166,4.729765
household,433,51.149016,2.769142
household,434,51.216585,4.413545
household,435,51.091631,3.051955
household,436,50.829002,3.264406
household,437,51.216585,4.413545
household,438,50.734814,4.234148
household,439,51.292270,4.494190
household,440,51.064267,5.088194
household,441,50.964094,3.953104
household,442,50.873868,3.887470
household,443,51.053943,3.994889
household,444,50.785386,4.246852
household,445,51.068052,4.544616
household,446,51.206690,3.625257
household,447,51.025346,4.474594
household,448,50.877978,3.073643
household,449,50.965828,4.183760
household,450,50.838786,4.850234
household,451,51.006385,3.992343
household,452,50.827029,4.006854
household,453,50.901716,4.238901
household,454,51.006385,3.992343
household,455,50.985320,5.478650
household,456,50.785386,4.246852
household,457,51.216585,4.413545
household,458,51.216585,4.413545
household,459,51.068052,4.544616
household,460,51.249753,4.497706
household,461,51.036768,5.735771
household,462,50.979603,5.509619
household,463,50.981574,3.682448
household,464,51.315020,4.840265
household,465,50.877978,3.073643
household,466,50.932460,5.301307
household,467,51.096007,4.239100
household,468,50.827056,4.372308
household,469,51.048734,5.212648
household,470,51.160448,3.166020
household,471,50.880858,4.322789
household,472,51.048734,5.212648
household,473,51.086999,4.022810
household,474,51.091631,3.051955
household,475,50.977050,4.472901
household,476,50.987274,3.090204
household,477,51.237747,4.770093
household,478,50.807771,5.332348
household,479,51.064267,5.088194
household,480,51.382980,4.475180
household,481,50.760822,4.393112
household,482,51.155954,4.431894
household,483,51.050978,3.721264
household,484,51.050978,3.721264
household,485,51.216585,4.413545
household,486,51.229440,5.444358
household,487,50.890316,3.401282
household,488,50.832578,4.388994
household,489,50.785386,4.246852
household,490,51.205052,3.483322
household,491,50.880858,4.322789
household,492,50.949953,3.636066
household,493,51.053943,3.994889
household,494,51.198711,3.811977
household,495,50.830144,4.340218
household,496,50.830144,4.340218
household,497,51.025346,4.474594
household,498,50.808060,5.192988
household,499,51.099805,3.863399
household,500,51.035410,5.283057
household,501,50.723017,4.027433
household,502,51.216585,4.413545
household,503,51.059755,2.675109
household,504,51.314000,4.432400
household,505,50.932460,5.301307
household,506,50.932460,5.301307
household,507,51.222165,3.102839
household,508,50.866647,5.534755
household,509,51.145180,4.338340
household,510,50.979603,5.509619
household,511,50.818137,5.046271
household,512,50.836959,4.408096
household,513,51.169116,4.466249
household,514,51.050978,3.721264
household,515,51.091631,3.051955
household,516,51.216585,4.413545
household,517,51.050978,3.721264
household,518,51.032835,5.331191
household,519,50.860794,4.359420
household,520,50.892835,4.022327
household,521,50.827056,4.372308
household,522,50.853286,4.333405
household,523,50.827056,4.372308
household,524,50.890316,3.401282
household,525,50.732319,4.417364
household,526,50.872144,4.537657
household,527,51.292270,4.494190
household,528,50.831313,5.112466
household,529,51.050978,3.721264
household,530,50.862441,4.338235
household,531,51.082137,4.823606
household,532,50.989313,5.363571
household,533,51.004328,4.825603
household,534,50.755946,5.303626
household,535,50.946649,5.175029
household,536,50.862441,4.338235
household,537,51.004689,3.940414
household,538,51.156011,4.133301
household,539,50.964094,3.953104
household,540,51.321651,4.937558
household,541,50.922217,4.619991
household,542,50.734814,4.234148
household,543,51.050978,3.721264
household,544,51.337679,3.272221
household,545,50.773810,4.534750
household,546,50.932460,5.301307
household,547,50.826803,4.682178
household,548,50.745940,4.357530
household,549,50.943401,3.138765
household,550,51.006385,3.992343
household,551,51.138986,3.716198
household,552,51.216585,4.413545
household,553,51.027077,4.099514
household,554,51.216585,4.413545
household,555,51.050978,3.721264
household,556,51.196668,4.485630
household,557,51.322975,4.385294
household,558,50.830144,4.340218
household,559,51.020931,5.037450
household,560,51.078303,4.389566
household,561,50.910320,4.300923
household,562,50.976344,2.910211
household,563,50.732319,4.417364
household,564,51.050978,3.721264
household,565,51.298975,4.714009
household,566,50.808060,5.192988
household,567,50.867002,3.566255
household,568,50.901716,4.238901
household,569,50.956832,4.723360
household,570,50.932460,5.301307
household,571,51.050978,3.721264
household,572,50.946649,5.175029
household,573,51.208071,2.902446
household,574,51.228008,3.307380
household,575,51.048734,5.212648
household,576,51.216585,4.413545
household,577,51.171384,4.203774
household,578,50.979603,5.509619
household,579,51.228008,3.307380
household,580,51.174689,3.016720
household,581,51.216585,4.413545
household,582,51.322975,4.385294
household,583,50.807738,4.938814
household,584,50.864759,4.424509
household,585,50.910320,4.300923
household,586,51.216585,4.413545
household,587,51.054909,4.354494
household,588,50.860794,4.359420
household,589,51.027077,4.099514
household,590,51.208071,2.902446
household,591,50.871052,4.108528
household,592,51.337679,3.272221
household,593,51.059755,2.675109
household,594,50.951923,4.249789
household,595,50.827056,4.372308
household,596,51.102341,3.994066
household,597,50.807263,5.595156
household,598,50.732319,4.417364
household,599,51.046303,3.800849
household,600,51.229818,4.510897
household,601,51.337679,3.272221
household,602,51.167752,5.394325
household,603,51.050978,3.721264
household,604,51.160448,3.166020
household,605,51.025346,4.474594
household,606,50.830144,4.340218
household,607,50.871052,4.108528
household,608,51.216585,4.413545
household,609,50.866683,3.155409
household,610,51.175671,4.941107
household,611,51.315020,4.840265
household,612,50.891156,5.198765
household,613,50.814396,4.482960
household,614,51.054909,4.354494
household,615,50.860794,4.359420
household,616,51.228008,3.307380
household,617,50.933809,4.369456
household,618,51.050978,3.721264
household,619,50.922796,4.652109
household,620,50.999339,3.799667
household,621,51.321651,4.937558
household,622,50.867440,4.377270
household,623,51.321651,4.937558
household,624,51.090114,4.413471
household,625,50.816406,4.426518
household,626,50.896451,5.658845
household,627,50.921140,3.666745
household,628,51.035410,5.283057
household,629,51.382980,4.475180
household,630,50.827056,4.372308
household,631,50.846622,4.622720
household,632,50.745940,4.357530
household,633,51.141421,4.914067
household,634,50.964094,3.953104
household,635,51.169116,4.466249
household,636,50.829002,3.264406
household,637,50.867440,4.377270
household,638,50.867416,4.166684
household,639,50.877978,3.073643
household,640,50.943401,3.138765
household,641,50.866683,3.155409
household,642,50.767486,4.474046
household,643,51.268764,3.569126
household,644,51.188711,4.590226
household,645,50.772256,3.128320
household,646,50.745940,4.357530
household,647,51.006385,3.992343
household,648,50.745940,4.357530
household,649,50.964094,3.953104
household,650,50.853970,3.287000
household,651,51.169116,4.466249
household,652,51.020931,5.037450
household,653,50.932460,5.301307
household,654,51.210269,5.422538
household,655,50.882251,4.061721
household,656,51.036768,5.735771
household,657,51.064267,5.088194
household,658,50.922217,4.619991
household,659,50.932460,5.301307
household,660,50.932460,5.301307
household,661,51.050978,3.721264
household,662,51.216585,4.413545
household,663,51.216585,4.413545
household,664,50.833489,4.297707
household,665,51.094652,5.146618
household,666,51.067591,3.093043
household,667,50.938305,3.464805
household,668,51.196668,4.485630
household,669,51.159030,3.525224
household,670,50.910320,4.300923
household,671,51.050978,3.721264
household,672,50.918849,4.303099
household,673,50.933809,4.369456
household,674,50.964094,3.953104
household,675,51.127272,4.496760
household,676,51.067591,3.093043
household,677,51.164800,3.152328
household,678,50.829002,3.264406
household,679,50.827029,4.006854
household,680,50.863221,4.424664
household,681,51.410397,5.010683
household,682,50.864163,2.698347
household,683,51.249753,4.497706
household,684,51.013676,4.201126
household,685,50.791185,3.370427
household,686,50.919296,3.211383
household,687,51.046303,3.800849
household,688,51.152052,3.345590
household,689,51.202525,4.770883
household,690,50.767486,4.474046
household,691,51.050978,3.721264
household,692,51.230419,5.311006
household,693,51.050978,3.721264
household,694,50.856492,4.642779
household,695,50.867440,4.377270
household,696,51.191087,5.117065
household,697,51.064267,5.088194
household,698,50.882251,4.061721
household,699,50.833489,4.297707
household,700,51.216585,4.413545
household,701,50.779746,3.897800
household,702,51.048734,5.212648
household,703,50.833489,4.297707
household,704,51.216585,4.413545
household,705,51.001264,4.972455
household,706,51.416774,4.770539
household,707,50.901716,4.238901
household,708,50.951149,4.336759
household,709,50.964094,3.953104
household,710,50.867440,4.377270
household,711,50.932460,5.301307
household,712,51.090114,4.413471
household,713,51.208071,2.902446
household,714,51.020931,5.037450
household,715,50.949953,3.636066
household,716,51.086999,4.022810
household,717,51.181816,3.107322
household,718,50.983431,3.707267
household,719,51.152052,3.345590
household,720,51.262197,4.656807
household,721,50.919296,3.211383
household,722,50.961903,4.437266
household,723,50.956418,3.029029
household,724,51.068052,4.544616
household,725,51.159030,3.525224
household,726,50.951923,4.249789
household,727,50.951923,4.249789
household,728,50.832578,4.388994
household,729,50.892182,2.963951
household,730,50.829002,3.264406
household,731,50.830144,4.340218
household,732,51.216585,4.413545
household,733,50.863381,4.330338
household,734,50.827056,4.372308
household,735,51.337679,3.272221
household,736,50.933809,4.369456
household,737,50.749219,5.806343
household,738,50.769233,4.394892
household,739,50.827056,4.372308
household,740,50.823680,3.225246
household,741,50.829002,3.264406
household,742,51.173469,3.934284
household,743,50.852594,4.237046
household,744,51.216585,4.413545
household,745,50.880858,4.322789
household,746,51.208071,2.902446
household,747,51.086999,4.022810
household,748,51.317760,4.982845
household,749,51.122663,4.207546
household,750,51.164332,4.835479
household,751,51.164308,5.163146
household,752,51.248933,5.515293
household,753,51.155954,4.431894
household,754,51.164308,5.163146
household,755,50.780494,5.473656
household,756,51.298975,4.714009
household,757,51.153017,4.302544
household,758,51.070852,4.258855
household,759,50.858016,4.373574
household,760,51.090114,4.413471
household,761,51.382980,4.475180
household,762,51.032835,5.331191
household,763,50.890316,3.401282
household,764,50.866683,3.155409
household,765,50.779746,3.897800
household,766,51.228008,3.307380
household,767,50.901716,4.238901
household,768,50.738549,5.170313
household,769,50.899754,3.833625
household,770,51.159030,3.525224
household,771,51.171384,4.203774
household,772,50.910830,5.413360
household,773,50.791185,3.370427
household,774,50.949953,3.636066
household,775,50.866647,5.534755
household,776,50.884516,3.277189
household,777,51.208071,2.902446
household,778,51.017954,4.281621
household,779,50.867002,3.566255
household,780,51.170950,3.860550
household,781,50.915958,4.499584
household,782,51.064267,5.088194
household,783,50.892835,4.022327
household,784,51.027077,4.099514
household,785,51.160448,3.166020
household,786,50.969918,5.709792
household,787,51.050978,3.721264
household,788,51.068052,4.544616
household,789,51.216585,4.413545
household,790,51.175671,4.941107
household,791,51.007425,4.277043
household,792,50.827056,4.372308
household,793,51.205052,3.483322
household,794,50.833489,4.297707
household,795,51.050978,3.721264
household,796,51.216585,4.413545
household,797,50.932460,5.301307
household,798,50.922217,4.619991
household,799,51.161359,4.670562
household,800,51.349578,4.637632
household,801,51.059755,2.675109
household,802,51.064267,5.088194
household,803,50.873935,4.400942
household,804,51.050978,3.721264
household,805,51.314000,4.432400
household,806,50.991340,3.530216
household,807,50.858016,4.373574
household,808,50.890316,3.401282
household,809,50.867440,4.377270
household,810,51.050978,3.721264
household,811,51.070852,4.258855
household,812,50.860794,4.359420
household,813,51.092285,3.618605
household,814,50.951923,4.249789
household,815,51.160448,3.166020
household,816,50.863221,4.424664
household,817,51.208071,2.902446
household,818,51.036768,5.735771
household,819,50.979603,5.509619
household,820,51.382980,4.475180
household,821,51.054726,4.628679
household,822,50.932460,5.301307
household,823,51.317760,4.982845
household,824,51.156011,4.133301
household,825,51.083921,4.144392
household,826,50.991340,3.530216
household,827,50.836959,4.408096
household,828,50.967987,3.992325
household,829,51.138986,3.716198
household,830,51.216585,4.413545
household,831,50.859634,2.983130
household,832,50.858016,4.373574
household,833,50.867002,3.566255
household,834,51.100395,3.498834
household,835,50.792769,3.147125
household,836,51.032835,5.331191
household,837,51.216585,4.413545
household,838,51.048734,5.212648
household,839,51.006385,3.992343
household,840,51.204685,3.486840
household,841,51.196668,4.485630
household,842,50.998182,3.886012
household,843,50.957768,5.109484
household,844,50.806183,3.515409
household,845,51.321651,4.937558
household,846,50.766484,4.245820
household,847,50.956832,4.723360
household,848,51.119852,3.239405
household,849,50.802276,3.602693
household,850,50.829002,3.264406
household,851,51.041310,3.397051
household,852,51.240851,3.112815
household,853,50.882251,4.061721
household,854,51.064267,5.088194
household,855,51.089794,5.730321
household,856,50.816406,4.426518
household,857,51.083921,4.144392
household,858,50.750537,3.600509
household,859,50.867440,4.377270
household,860,50.994192,4.142821
household,861,51.321651,4.937558
household,862,51.238666,3.317333
household,863,50.859634,2.983130
household,864,51.025346,4.474594
household,865,51.135029,5.456185
household,866,51.298975,4.714009
household,867,51.292270,4.494190
household,868,50.860794,4.359420
household,869,50.827310,3.449589
household,870,50.923250,3.262840
household,871,51.216585,4.413545
household,872,50.867440,4.377270
household,873,51.094652,5.146618
household,874,51.099805,3.863399
household,875,50.755946,5.303626
household,876,50.833489,4.297707
household,877,51.216585,4.413545
household,878,51.216585,4.413545
household,879,50.864759,4.424509
household,880,51.382980,4.475180
household,881,51.083921,4.144392
household,882,51.322975,4.385294
household,883,51.164332,4.835479
household,884,50.901716,4.238901
household,885,51.337679,3.272221
household,886,51.075166,4.729765
household,887,51.050978,3.721264
household,888,50.998182,3.886012
household,889,50.833489,4.297707
household,890,50.910830,5.413360
household,891,50.946649,5.175029
household,892,50.951149,4.336759
household,893,51.337679,3.272221
household,894,50.931960,5.572270
household,895,50.882021,3.716472
household,896,50.827056,4.372308
household,897,50.853833,2.869429
household,898,51.267571,3.061775
household,899,51.216585,4.413545
household,900,51.005794,4.632042
household,901,50.792769,3.147125
household,902,51.068052,4.544616
household,903,50.829002,3.264406
household,904,51.144025,4.859912
household,905,51.410397,5.010683
household,906,51.090114,4.413471
household,907,51.046303,3.800849
household,908,50.779746,3.897800
household,909,51.046303,3.800849
household,910,50.853833,2.869429
household,911,51.164308,5.163146
household,912,51.216585,4.413545
household,913,51.228008,3.307380
household,914,50.752435,5.068816
household,915,51.196668,4.485630
household,916,50.853833,2.869429
household,917,51.204685,3.486840
household,918,50.927253,4.425784
household,919,50.753064,4.300755
household,920,51.096007,4.239100
household,921,51.248130,4.575935
household,922,51.132190,5.077080
household,923,51.110640,4.332070
household,924,51.205052,3.483322
household,925,51.298975,4.714009
household,926,51.075166,4.729765
household,927,51.050978,3.721264
household,928,51.228008,3.307380
household,929,50.901716,4.238901
household,930,50.910830,5.413360
household,931,51.070852,4.258855
household,932,51.066014,4.318387
household,933,50.833489,4.297707
household,934,50.867440,4.377270
household,935,51.205052,3.483322
household,936,51.216585,4.413545
household,937,50.927253,4.425784
household,938,51.216585,4.413545
household,939,51.006385,3.992343
household,940,51.087669,2.969993
household,941,50.867002,3.566255
household,942,51.249753,4.497706
household,943,50.766484,4.245820
household,944,51.216585,4.413545
household,945,50.866404,3.001818
household,946,50.988772,5.178901
household,947,51.164332,4.835479
household,948,51.165182,2.820398
household,949,50.830144,4.340218
household,950,50.867440,4.377270
household,951,50.989313,5.363571
household,952,50.941615,3.795825
household,953,50.932460,5.301307
household,954,51.237747,4.770093
household,955,50.919362,4.347178
household,956,50.750537,3.600509
household,957,50.989198,4.731576
household,958,50.846622,4.622720
household,959,50.867440,4.377270
household,960,51.001264,4.972455
household,961,51.070852,4.258855
household,962,51.017954,4.281621
household,963,51.216585,4.413545
household,964,50.933809,4.369456
household,965,51.006385,3.992343
household,966,51.266966,5.084251
household,967,51.238692,4.319660
household,968,51.216585,4.413545
household,969,51.050978,3.721264
household,970,51.216585,4.413545
household,971,51.164308,5.163146
household,972,50.866647,5.534755
household,973,50.853833,2.869429
household,974,51.027077,4.099514
household,975,51.327678,3.146422
household,976,50.826803,4.682178
household,977,50.866404,3.001818
household,978,50.808060,5.192988
household,979,51.177290,5.559537
household,980,51.054909,4.354494
household,981,51.349578,4.637632
household,982,51.315020,4.840265
household,983,51.224944,4.120495
household,984,51.060704,3.050060
household,985,50.943401,3.138765
household,986,50.853833,2.869429
household,987,51.075166,4.729765
household,988,50.920201,3.334601
household,989,50.860794,4.359420
household,990,51.048734,5.212648
household,991,51.191087,5.117065
household,992,50.827310,3.449589
household,993,50.829002,3.264406
household,994,50.752435,5.068816
household,995,50.910830,5.413360
household,996,50.957768,5.109484
household,997,51.228008,3.307380
